,Data,Countries,Local,Industry Sector,Accident Level,Potential Accident Level,Genre,Employee or Third Party,Critical Risk,Description,,
650,4/24/2017,,,,V,V,Male,Employee,Head Trauma,"At 1:45 p.m. on April 24, 2017, an employee was trying to tow some equipment and used a tie-down strap to snug equipment.  The employee was struck in the head by the metal hook when the strap snapped.  The initial report did not provide any details on specific injuries to the employee other than that the employee were hospitalized. ",,
651,4/24/2017,,,,V,V,Female,Employee,Fire Burn,"At 1:30 p.m. on April 24, 2017, two employees were performing a rubber asphalt 109 test for Caltrans.While pumping oil into a test tank, both employees suffered burns of varying severity on their hands when there was an overspill of oil and tar. Both employees were hospitalized and treated for their injuries. ",,
652,4/23/2017,,,,V,V,Male,Employee,"Amputation, Crushing","At 11:00 a.m. on April 23, 2017, an employee was checking the belts on the HVAC motor/pulley.  The employee touched the belt while it was still turning and it pulled his finger into the pulley.  The employee amputated the tip of their middle finger on his left hand. ",,
653,4/23/2017,,,,V,V,Male,Employee,Head Trauma,"At 9:45 a.m. on April 23, 2017, an employee fell off a 3/12 pitch roof onto concrete slab below.  The employee fell approximately 12'4"" to concrete below. He sustained severe head trauma and was killed. ",,
654,4/23/2017,,,,V,V,Male,Employee,"Amputation, Crushing","At 8:00 a.m. on April 23, 2017, an employee was working with a coworker and they were moving a 10 foot tall safety barrier/fragmentation shield on casters.  The shield weighed approximately 615 lbs and was to be used for a pressure test on a Dragon capsule propulsion system.  The employee and coworker attempted to move the shield through a set of double doors on the southeast end of a building and found that it would not fit through the doors. They tilted the barrier and it started to fall over.  The employee grabbed it with his left hand and the side of the barrier crushed his left middle and ring ringers, amputating the tips of both fingers. ",,
655,4/22/2017,,,,V,V,Male,Employee,Chemical Burn,"At 11:00 a.m. on April 22, 2017, an employee was cleaning a wheel rack, when one of the wheels fell and struck a bucket that contained a cleaning chemical. The chemical splashed from its container and contacted one of the employee's elbows and ankles. He sustained chemical burns to the contacted areas and was hospitalized for treatment. ",,
656,4/22/2017,,,,V,V,Male,Employee,Fire Burn,"At 8:00 p.m. on April 22, 2017, an employee was moving a 3 inch pressurized hose that did not have a bleed off valve to reduce pressure. The employee disconnected the hose and was splashed with hot liquid.  The employee suffered first and second degree burns to their arms and abdomen. ",,
657,4/22/2017,,,,V,V,Male,Employee,Serious Fall/Strike,"At 8:30 p.m. on April 22, 2017, an employee was preparing the deck on a car carrier to load a vehicle.  The employee stepped from one wheel rack to the other side on the center crossover and his left foot slipped, causing the employee to fall backward onto the bottom deck.  The employee suffered a puncture wound to his right shoulder, an abrasion to his right knee, a contusion and blood clotting in his lung, a fracture to five right ribs, and two fractures to his spine. ",,
658,4/22/2017,,,,V,V,Male,Employee,Laceration,"At 4:00 p.m. on April 22, 2017, an employee was opening a perimeter gate of a property to allow a contract landscape company to enter the premises. The gate consisted of metal construction, was black in color, and was controlled manually through pulling or pushing motions. As the employee pulled the gate with his right hand and walking towards its latch,  it became jammed at the half-way point. He pushed the gate back a little and hen advanced it forward again, which knocked the employee off balance. His right foot become trapped between the bottom of the gate and the pavement, resulting in the employee sustaining a laceration on his posterior right ankle, which he was hospitalized and received treatment. ",,
659,4/22/2017,,,,V,V,Male,Employee,Serious Fall/Strike,"At 1:15 p.m. on April 22, 2017, an employee was assisting his supervisor to clean and replace spray nozzles on a mist tank. During work, the supervisor left the space to retrieve tools and returned to find the employee's hair entangled in the spray nozzle rollers and his scalp removed from the eyebrows back towards his ears. The employee was hospitalized and received treatment for his injury. ",,
660,4/22/2017,,,,V,V,Female,Employee,"Bruising, Contusion","At 1:00 p.m. on April 22, 2017, an employee was working from an elevated platform to fill a nurse tank. With one foot on a fold down platform and another foot on the running gear step that held the nurse tanks, the employee connected a hose near the top of the tank. As the employee stepped backwards, he contacted the counter weight of the platform riser and his right leg went through the opening of the running gear (step). His leg an ankle sustained a contusion on its lower portion and knee, which he was hospitalized and received treatment. ",,
661,4/21/2017,,,,V,V,Male,Employee,Laceration,"At 12:48 p.m. on April 21, 2017, an employee was riding a belt man-lift, up out of the basement on the A-side of a grain elevator.  The employee fell from man-lift striking the concrete floor below. He was killed from facial lacerations and head trauma. ",,
662,4/21/2017,,,,V,V,Male,Employee,"Amputation, Crushing","At 12:00 p.m. on April 21, 2017, an employee was using a tube cutter to cut a piece of silicone tubing. As the employee measured the tubing, she inadvertently depressed the machine's foot pedal, activating the machine. Her right index finger was contacted by the blade, amputating her fingertip. ",,
663,4/21/2017,,,,V,V,Male,Employee,"Bruising, Contusion","At 11:00 a.m. on April 21, 2017, Employees #1 and #2, both service technicians, were troubleshooting the malfunction of an overhead door. With the door in the open position, the employees depressed the door's contact button and it become stuck. This caused the door to close slowly, moving along its rails. The employees noticed that there was a scissor lift, elevated to a height of approximately 14 feet, in the path of the closing door. As the employees simultaneously tried free the stuck contact button and lower the scissor lift. However, their efforts failed and the door struck the scissor lift, which fell to the ground. Both employees were knocked to the ground. Employee #1 sustained a fractured wrist, while Employee #2 knocked out his front teeth when his face struck the scissor lift's railing. Both employees were hospitalized and received treatment for their injuries. ",,
664,4/21/2017,,,,V,V,Male,Employee,"Amputation, Crushing","At 10:00 a.m. on April 21, 2017, an employee was operating a KS cake dryer when a jam occurred. As the employee opened the machine's panel door, located at the dryer discharge, with the machine still running, he used a pair of pliers to clear the jam. However, the employee's left index finger became caught between the pliers and the machine blades, resulting in its tip being amputated. ",,
665,4/21/2017,,,,V,V,Male,Employee,"Amputation, Crushing","At 9:45 a.m. on April 21, 2017, an employee was using a table saw to cut pieces of metal. As he cut a portion of the metal, the saw kicked back, sending the metal back towards the employee's right hand. The employee sustained partial amputations of his right index finger and thumb. ",,
666,4/21/2017,,,,V,V,Male,Employee,"Fracture, Broken Bones","At 9:15 a.m. on April 21, 2017, an employee was working from a forklift man basket to replace worn portions of siding on a tower surface. During work, the basket tipped over and resulted in the employee falling 30 feet. The employee sustained fractures to his leg and ankle on his right side, as well as to his left arm, which he was hospitalized and received treatment. ",,
667,4/21/2017,,,,V,V,Male,Employee,"Amputation, Crushing","At 9:30 a.m. on April 21, 2017, an employee was manually moving a piece of a tail stretcher machine to its designated location on a rail, when he observed an air hose blocking his path. As the employee reached down with his left hand to move the hose, he inadvertently made contact with the machines roller and rail.  As a result, the tip of his left ring finger was amputated. ",,
