,Data,Countries,Local,Industry Sector,Accident Level,Potential Accident Level,Genre,Employee or Third Party,Critical Risk,Description
2616,1/10/2017,,,,V,V,Male,Employee,Serious Fall/Strike,"At 8:15 p.m. on January 10, 2017, Employee# 1 had been assigned to paint 4 security camera access panels. Employee# 1 was going to paint the second access panel, which is located in the main lobby, outside/near the Heritage room.  Employee # 1 gathered his tools: 2 inch paint brush, 8.5 inch (Diameter) plastic paint pail and an 8 foot (approximate) step ladder. Once outside the Heritage Room, Employee# 1 setup the ladder, climbed up and began to paint the access panel located 14 feet above the walking surface.   It is unclear if Employee# 1 was working on the step below the topcap or the topcap. Employee# 1 sustained fatal head injuries when he fell off the ladder and on to the floor. "
2617,1/10/2017,,,,V,V,Male,Employee,"Fracture, Broken Bones","At approximately 8:45 a.m. on January 10, 2017, Employee #1 was climbing to the top level of a structure. While on the first elevated level of the structure, he lost his balance and fell. Employee #1 struck the ground, fractured both arms and injured his face. Employee #1 was transported to a medical center, where he received treatment and was then hospitalized. "
2618,1/10/2017,,,,V,V,Male,Employee,"Fracture, Broken Bones","At approximately 8:45 a.m. on January 10, 2017, Employee #1 was climbing to the top level of a commercial building under construction. While on the first level of the commercial building, he lost his balance and fell. Employee #1 struck the ground, fractured both arms and injured his face. Employee #1 was transported to a medical center, where he received treatment and was then hospitalized. "
2619,1/10/2017,,,,V,V,Male,Employee,"Fracture, Broken Bones","At 8:49 a.m. on January 10, 2017, Employee #1, employed by a products distributor, was operating a rider double pallet truck.  She was unloading two pallets of freight in an aisle alongside a rack system.  During placement of the pallets, Employee #1's foot came off the truck platform and became caught between the truck and a rack guard.  Emergency services were called, and Employee #1 was transported to the hospital.  She was admitted and treated for a heel fracture that required surgery. "
2620,1/10/2017,,,,V,V,Male,Employee,"Fracture, Broken Bones","At 8:45 a.m. on January 10, 2017, Employee #1, employed by a staffing agency, was working at a steel construction jobsite.  He was climbing to the upper level of a structure when he fell from the first elevated level.  Emergency services were called, and Employee #1 was transported to the hospital.  He was admitted and treated for multiple arm fractures and an injury to his face. "
2621,1/10/2017,,,,V,V,Male,Employee,"Amputation, Crushing","At 8:00 a.m. on January 10, 2017, Employee #1, employed by a company that manufactured window and door systems, was operating a bending machine. His hand became caught in moving parts of the machine.  Emergency services were called and Employee #1 was transported to the hospital.  He was admitted and treated for the partial amputation of two fingers. "
2622,1/10/2017,,,,V,V,Female,Employee,"Amputation, Crushing","At 7:30 a.m. on January 10, 2017, Employee #1, employed by a food packaging manufacturer, was operating an extrusion machine.  He was pushing and pulling a cardboard roll when his finger was amputated above the finger nail. Emergency services were called, and Employee #1 was transported to the hospital.  He was admitted and treated for the amputation of his finger tip. "
2623,1/10/2017,,,,V,V,Male,Employee,"Fracture, Broken Bones","At 7:23 a.m. on January 10, 2017, Employee #1, employed by a cast iron pipe manufacturer, was working from a ladder.  He fell and landed on the concrete surface below, a fall height of 6 feet.  Emergency services were called, and Employee #1 was transported to the hospital.  He was admitted and treated for multiple fractured vertebrae in his back. "
2624,1/10/2017,,,,V,V,Male,Employee,"Fracture, Broken Bones","At 6:45 a.m. on January 10, 2017, Employee #1, employed by a meat processor, was working in the grinding department.  Intending to remove residual meat from a Hobart Meat Grinder, he used a tub lift instead of a ladder to lift himself up to the grinding machine.  The grinder was set to ""on"" when Employee #1 reached his right hand into the machine.  His hand became caught in the grinder, and the grinder blade, which was approximately 5.5 inches from the top, which cut into his hand.  Emergency services were called, and Employee #1 was transported to the hospital.  He was admitted and treated for multiple fractured bones in his right hand.  The subsequent investigation determined that Employee #1 was working alone at the time of this injury, and there were no witnesses. "
2625,1/10/2017,,,,V,V,Male,Employee,Serious Fall/Strike,"At approximately 6:30 a.m. on January 10, 2017, a truck driver was in his Mack truck attempting to hook up to the belly dump trailer while the employee was standing nearby. The employee got caught between that trailer and a stationary trailer positioned next to it. The employee was found pinned between two belly dump trailers.	 "
2626,1/10/2017,,,,V,V,Male,Employee,"Amputation, Crushing","At 4:00 p.m. on January 10, 2017, an employee was changing a polish rod and removed some debris from underneath an elevator before the operator the moved the elevator cage.  The employee caught his hand between the elevator and a well head, crushing his small and ring fingers on the employee's right hand. The employee as hospitalized and treated for his injuries. "
2627,1/10/2017,,,,V,V,Male,Employee,Fire Burn,"At 4:30 p.m. on January 10, 2017, an employee was talking with a coworker while the coworker was filling a high pressure oxygen bottle.  The coworker attempted to fill the oxygen bottle faster than normal, causing the booster to pressurize the pure oxygen and created heat from the pressure.  The booster ignited from over pressurization and burned the employee's arms and chest. The employee was hospitalized and treated for burns. "
2628,1/10/2017,,,,V,V,Male,Employee,Laceration,"At 3:23 p.m. on January 10, 2017, an employee was transferring propane from delivery truck to a residential LPG tank.  The employee was struck by a large pine tree that was knocked over during a storm with wind gusts exceeding 40 mph.  The employee was struck by and pinned against the LPG Tank by one of the tree branches and sustained a laceration to the head, concussion, and a fractured sternum.  The employee was hospitalized and treated for his injuries. "
2629,1/10/2017,,,,V,V,Male,Employee,"Fracture, Broken Bones","At approximately 2:30 a.m. on January 10, 2017, an employee was working in his office.	He was placing the plywood panel creating a platform on the second floor and the wall was being installed afterwards. The employee miss judged the floor edge and fell nine feet and six inches to the bottom floor. The employee suffered from broken hip and was killed. "
2630,1/10/2017,,,,V,V,Male,Employee,"Bruising, Contusion","At approximately 2:00 p.m. on January 10, 2017, Employee #1 and a coworker were inside a sand hopper. They were attempting to break up frozen sand to prepare the hopper machine for manufacturing concrete. As Employee #1 was working, two clamps on the hopper closed and caught both of his legs. He received unspecified injuries. Employee #1 was transported to a medical center, where he received treatment and was hospitalized. "
